Timp scurs: 0ms - Elful 1 este la 345, 34 in fabrica 1
Timp scurs: 1582ms - Elful 6 este la 82, 1 in fabrica 2
Timp scurs: 1586ms - Elful 1 este la 349, 36 in fabrica 1
Timp scurs: 1586ms - Elful 5 este la 334, 196 in fabrica 1
Timp scurs: 1586ms - Elful 7 este la 117, 310 in fabrica 1
Timp scurs: 1586ms - Elful 3 este la 21, 26 in fabrica 3
Timp scurs: 1586ms - Elful 4 este la 36, 34 in fabrica 3
Timp scurs: 1601ms - Elful 1 este la 349, 36 in fabrica 1
Timp scurs: 1601ms - Elful 5 este la 334, 196 in fabrica 1
Timp scurs: 1601ms - Elful 7 este la 116, 310 in fabrica 1
Timp scurs: 1607ms - Elful 3 este la 21, 25 in fabrica 3
Timp scurs: 1607ms - Elful 4 este la 36, 34 in fabrica 3
Timp scurs: 1609ms - Elful 2 este la 12, 7 in fabrica 2
Timp scurs: 1609ms - Elful 6 este la 82, 1 in fabrica 2
Timp scurs: 1609ms - Elful 1 este la 348, 36 in fabrica 1
Timp scurs: 1609ms - Elful 5 este la 334, 196 in fabrica 1
Timp scurs: 1609ms - Elful 7 este la 116, 310 in fabrica 1
Timp scurs: 1613ms - Elful 2 este la 12, 7 in fabrica 2
Timp scurs: 1613ms - Elful 6 este la 81, 1 in fabrica 2
Timp scurs: 1617ms - Elful 3 este la 21, 25 in fabrica 3
Timp scurs: 1617ms - Elful 4 este la 36, 35 in fabrica 3
Timp scurs: 1617ms - Elful 1 este la 348, 36 in fabrica 1
Timp scurs: 1617ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 1617ms - Elful 7 este la 116, 310 in fabrica 1
Timp scurs: 1632ms - Elful 1 este la 348, 36 in fabrica 1
Timp scurs: 1632ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 1632ms - Elful 7 este la 117, 310 in fabrica 1
Timp scurs: 1638ms - Elful 3 este la 20, 25 in fabrica 3
Timp scurs: 1638ms - Elful 4 este la 36, 35 in fabrica 3
Timp scurs: 1640ms - Elful 2 este la 11, 7 in fabrica 2
Timp scurs: 1640ms - Elful 6 este la 81, 1 in fabrica 2
Timp scurs: 1640ms - Elful 1 este la 348, 35 in fabrica 1
Timp scurs: 1640ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 1640ms - Elful 7 este la 117, 310 in fabrica 1
Timp scurs: 1643ms - Elful 8 este la 57, 12 in fabrica 3
Timp scurs: 1643ms - Elful 3 este la 20, 25 in fabrica 3
Timp scurs: 1643ms - Elful 4 este la 36, 35 in fabrica 3
Timp scurs: 1643ms - Elful 8 este la 56, 12 in fabrica 3
Timp scurs: 1644ms - Elful 2 este la 11, 7 in fabrica 2
Timp scurs: 1644ms - Elful 6 este la 80, 1 in fabrica 2
Timp scurs: 1648ms - Elful 1 este la 348, 35 in fabrica 1
Timp scurs: 1648ms - Elful 5 este la 334, 196 in fabrica 1
Timp scurs: 1648ms - Elful 7 este la 117, 310 in fabrica 1
Timp scurs: 1648ms - Elful 3 este la 20, 25 in fabrica 3
Timp scurs: 1648ms - Elful 4 este la 37, 35 in fabrica 3
Timp scurs: 1648ms - Elful 8 este la 56, 12 in fabrica 3
Timp scurs: 1663ms - Elful 1 este la 348, 35 in fabrica 1
Timp scurs: 1663ms - Elful 5 este la 334, 196 in fabrica 1
Timp scurs: 1663ms - Elful 7 este la 117, 309 in fabrica 1
Timp scurs: 1669ms - Elful 3 este la 19, 25 in fabrica 3
Timp scurs: 1669ms - Elful 4 este la 37, 35 in fabrica 3
Timp scurs: 1669ms - Elful 8 este la 56, 12 in fabrica 3
Timp scurs: 1671ms - Elful 1 este la 349, 35 in fabrica 1
Timp scurs: 1671ms - Elful 5 este la 334, 196 in fabrica 1
Timp scurs: 1671ms - Elful 7 este la 117, 309 in fabrica 1
Timp scurs: 1671ms - Elful 2 este la 11, 6 in fabrica 2
Timp scurs: 1671ms - Elful 6 este la 80, 1 in fabrica 2
Timp scurs: 1674ms - Elful 3 este la 19, 25 in fabrica 3
Timp scurs: 1674ms - Elful 4 este la 37, 35 in fabrica 3
Timp scurs: 1674ms - Elful 8 este la 57, 12 in fabrica 3
Timp scurs: 1675ms - Elful 2 este la 11, 6 in fabrica 2
Timp scurs: 1675ms - Elful 6 este la 80, 2 in fabrica 2
Timp scurs: 1679ms - Elful 1 este la 349, 35 in fabrica 1
Timp scurs: 1679ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 1679ms - Elful 7 este la 117, 309 in fabrica 1
Timp scurs: 1679ms - Elful 3 este la 19, 25 in fabrica 3
Timp scurs: 1679ms - Elful 4 este la 37, 34 in fabrica 3
Timp scurs: 1679ms - Elful 8 este la 57, 12 in fabrica 3
Timp scurs: 1694ms - Elful 1 este la 349, 35 in fabrica 1
Timp scurs: 1694ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 1694ms - Elful 7 este la 116, 309 in fabrica 1
Timp scurs: 1700ms - Elful 3 este la 19, 26 in fabrica 3
Timp scurs: 1700ms - Elful 4 este la 37, 34 in fabrica 3
Timp scurs: 1700ms - Elful 8 este la 57, 12 in fabrica 3
Timp scurs: 1702ms - Elful 2 este la 11, 7 in fabrica 2
Timp scurs: 1702ms - Elful 6 este la 80, 2 in fabrica 2
Timp scurs: 1702ms - Elful 1 este la 350, 35 in fabrica 1
Timp scurs: 1702ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 1702ms - Elful 7 este la 116, 309 in fabrica 1
Timp scurs: 1705ms - Elful 3 este la 19, 26 in fabrica 3
Timp scurs: 1705ms - Elful 4 este la 37, 34 in fabrica 3
Timp scurs: 1705ms - Elful 8 este la 57, 13 in fabrica 3
Timp scurs: 1706ms - Elful 2 este la 11, 7 in fabrica 2
Timp scurs: 1706ms - Elful 6 este la 81, 2 in fabrica 2
Timp scurs: 1710ms - Elful 3 este la 19, 26 in fabrica 3
Timp scurs: 1710ms - Elful 4 este la 36, 34 in fabrica 3
Timp scurs: 1710ms - Elful 8 este la 57, 13 in fabrica 3
Timp scurs: 1710ms - Elful 1 este la 350, 35 in fabrica 1
Timp scurs: 1710ms - Elful 5 este la 334, 196 in fabrica 1
Timp scurs: 1710ms - Elful 7 este la 116, 309 in fabrica 1
Timp scurs: 1725ms - Elful 1 este la 350, 35 in fabrica 1
Timp scurs: 1725ms - Elful 5 este la 334, 196 in fabrica 1
Timp scurs: 1725ms - Elful 7 este la 116, 308 in fabrica 1
Timp scurs: 1731ms - Elful 3 este la 19, 27 in fabrica 3
Timp scurs: 1731ms - Elful 4 este la 36, 34 in fabrica 3
Timp scurs: 1731ms - Elful 8 este la 57, 13 in fabrica 3
Timp scurs: 1733ms - Elful 2 este la 11, 6 in fabrica 2
Timp scurs: 1733ms - Elful 6 este la 81, 2 in fabrica 2
Timp scurs: 1733ms - Elful 1 este la 350, 34 in fabrica 1
Timp scurs: 1733ms - Elful 5 este la 334, 196 in fabrica 1
Timp scurs: 1733ms - Elful 7 este la 116, 308 in fabrica 1
Timp scurs: 1736ms - Elful 3 este la 19, 27 in fabrica 3
Timp scurs: 1736ms - Elful 4 este la 36, 34 in fabrica 3
Timp scurs: 1736ms - Elful 8 este la 58, 13 in fabrica 3
Timp scurs: 1737ms - Elful 2 este la 11, 6 in fabrica 2
Timp scurs: 1737ms - Elful 6 este la 80, 2 in fabrica 2
Timp scurs: 1741ms - Elful 1 este la 350, 34 in fabrica 1
Timp scurs: 1741ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 1741ms - Elful 7 este la 116, 308 in fabrica 1
Timp scurs: 1741ms - Elful 3 este la 19, 27 in fabrica 3
Timp scurs: 1741ms - Elful 4 este la 37, 34 in fabrica 3
Timp scurs: 1741ms - Elful 8 este la 58, 13 in fabrica 3
Timp scurs: 1755ms - Elful 1 este la 350, 34 in fabrica 1
Timp scurs: 1755ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 1755ms - Elful 7 este la 115, 308 in fabrica 1
Timp scurs: 1761ms - Elful 3 este la 20, 27 in fabrica 3
Timp scurs: 1761ms - Elful 4 este la 37, 34 in fabrica 3
Timp scurs: 1761ms - Elful 8 este la 58, 13 in fabrica 3
Timp scurs: 1763ms - Elful 1 este la 350, 33 in fabrica 1
Timp scurs: 1763ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 1763ms - Elful 7 este la 115, 308 in fabrica 1
Timp scurs: 1763ms - Elful 2 este la 11, 7 in fabrica 2
Timp scurs: 1763ms - Elful 6 este la 80, 2 in fabrica 2
Timp scurs: 1766ms - Elful 3 este la 20, 27 in fabrica 3
Timp scurs: 1766ms - Elful 4 este la 37, 34 in fabrica 3
Timp scurs: 1766ms - Elful 8 este la 58, 14 in fabrica 3
Timp scurs: 1767ms - Elful 2 este la 11, 7 in fabrica 2
Timp scurs: 1767ms - Elful 6 este la 79, 2 in fabrica 2
Timp scurs: 1771ms - Elful 3 este la 20, 27 in fabrica 3
Timp scurs: 1771ms - Elful 4 este la 37, 35 in fabrica 3
Timp scurs: 1771ms - Elful 8 este la 58, 14 in fabrica 3
Timp scurs: 1771ms - Elful 1 este la 350, 33 in fabrica 1
Timp scurs: 1771ms - Elful 5 este la 334, 196 in fabrica 1
Timp scurs: 1771ms - Elful 7 este la 115, 308 in fabrica 1
Timp scurs: 1786ms - Elful 1 este la 350, 33 in fabrica 1
Timp scurs: 1786ms - Elful 5 este la 334, 196 in fabrica 1
Timp scurs: 1786ms - Elful 7 este la 116, 308 in fabrica 1
Timp scurs: 1792ms - Elful 3 este la 20, 28 in fabrica 3
Timp scurs: 1792ms - Elful 4 este la 37, 35 in fabrica 3
Timp scurs: 1792ms - Elful 8 este la 58, 14 in fabrica 3
Timp scurs: 1794ms - Elful 2 este la 11, 6 in fabrica 2
Timp scurs: 1794ms - Elful 6 este la 79, 2 in fabrica 2
Timp scurs: 1794ms - Elful 1 este la 349, 33 in fabrica 1
Timp scurs: 1794ms - Elful 5 este la 334, 196 in fabrica 1
Timp scurs: 1794ms - Elful 7 este la 116, 308 in fabrica 1
Timp scurs: 1797ms - Elful 3 este la 20, 28 in fabrica 3
Timp scurs: 1797ms - Elful 4 este la 37, 35 in fabrica 3
Timp scurs: 1797ms - Elful 8 este la 57, 14 in fabrica 3
Timp scurs: 1798ms - Elful 2 este la 11, 6 in fabrica 2
Timp scurs: 1798ms - Elful 6 este la 79, 3 in fabrica 2
Timp scurs: 1802ms - Elful 1 este la 349, 33 in fabrica 1
Timp scurs: 1802ms - Elful 5 este la 334, 197 in fabrica 1
Timp scurs: 1802ms - Elful 7 este la 116, 308 in fabrica 1
Timp scurs: 1802ms - Elful 3 este la 20, 28 in fabrica 3
Timp scurs: 1802ms - Elful 4 este la 37, 36 in fabrica 3
Timp scurs: 1802ms - Elful 8 este la 57, 14 in fabrica 3
Timp scurs: 1817ms - Elful 1 este la 349, 33 in fabrica 1
Timp scurs: 1817ms - Elful 5 este la 334, 197 in fabrica 1
Timp scurs: 1817ms - Elful 7 este la 116, 309 in fabrica 1
Timp scurs: 1823ms - Elful 3 este la 19, 28 in fabrica 3
Timp scurs: 1823ms - Elful 4 este la 37, 36 in fabrica 3
Timp scurs: 1823ms - Elful 8 este la 57, 14 in fabrica 3
Timp scurs: 1825ms - Elful 1 este la 350, 33 in fabrica 1
Timp scurs: 1825ms - Elful 5 este la 334, 197 in fabrica 1
Timp scurs: 1825ms - Elful 7 este la 116, 309 in fabrica 1
Timp scurs: 1825ms - Elful 2 este la 11, 7 in fabrica 2
Timp scurs: 1825ms - Elful 6 este la 79, 3 in fabrica 2
Timp scurs: 1828ms - Elful 3 este la 19, 28 in fabrica 3
Timp scurs: 1828ms - Elful 4 este la 37, 36 in fabrica 3
Timp scurs: 1828ms - Elful 8 este la 58, 14 in fabrica 3
Timp scurs: 1829ms - Elful 2 este la 11, 7 in fabrica 2
Timp scurs: 1829ms - Elful 6 este la 79, 4 in fabrica 2
Timp scurs: 1833ms - Elful 3 este la 19, 28 in fabrica 3
Timp scurs: 1833ms - Elful 4 este la 38, 36 in fabrica 3
Timp scurs: 1833ms - Elful 8 este la 58, 14 in fabrica 3
Timp scurs: 1833ms - Elful 1 este la 350, 33 in fabrica 1
Timp scurs: 1833ms - Elful 5 este la 335, 197 in fabrica 1
Timp scurs: 1833ms - Elful 7 este la 116, 309 in fabrica 1
Timp scurs: 1848ms - Elful 1 este la 350, 33 in fabrica 1
Timp scurs: 1848ms - Elful 5 este la 335, 197 in fabrica 1
Timp scurs: 1848ms - Elful 7 este la 116, 308 in fabrica 1
Timp scurs: 1854ms - Elful 3 este la 20, 28 in fabrica 3
Timp scurs: 1854ms - Elful 4 este la 38, 36 in fabrica 3
Timp scurs: 1854ms - Elful 8 este la 58, 14 in fabrica 3
Timp scurs: 1856ms - Elful 2 este la 12, 7 in fabrica 2
Timp scurs: 1856ms - Elful 6 este la 79, 4 in fabrica 2
Timp scurs: 1856ms - Elful 1 este la 350, 34 in fabrica 1
Timp scurs: 1856ms - Elful 5 este la 335, 197 in fabrica 1
Timp scurs: 1856ms - Elful 7 este la 116, 308 in fabrica 1
Timp scurs: 1859ms - Elful 3 este la 20, 28 in fabrica 3
Timp scurs: 1859ms - Elful 4 este la 38, 36 in fabrica 3
Timp scurs: 1859ms - Elful 8 este la 58, 15 in fabrica 3
Timp scurs: 1860ms - Elful 2 este la 12, 7 in fabrica 2
Timp scurs: 1860ms - Elful 6 este la 79, 3 in fabrica 2
Timp scurs: 1864ms - Elful 1 este la 350, 34 in fabrica 1
Timp scurs: 1864ms - Elful 5 este la 335, 198 in fabrica 1
Timp scurs: 1864ms - Elful 7 este la 116, 308 in fabrica 1
Timp scurs: 1864ms - Elful 3 este la 20, 28 in fabrica 3
Timp scurs: 1864ms - Elful 4 este la 38, 37 in fabrica 3
Timp scurs: 1864ms - Elful 8 este la 58, 15 in fabrica 3
Timp scurs: 1879ms - Elful 1 este la 350, 34 in fabrica 1
Timp scurs: 1879ms - Elful 5 este la 335, 198 in fabrica 1
Timp scurs: 1879ms - Elful 7 este la 116, 307 in fabrica 1
Timp scurs: 1885ms - Elful 3 este la 21, 28 in fabrica 3
Timp scurs: 1885ms - Elful 4 este la 38, 37 in fabrica 3
Timp scurs: 1885ms - Elful 8 este la 58, 15 in fabrica 3
Timp scurs: 1887ms - Elful 2 este la 13, 7 in fabrica 2
Timp scurs: 1887ms - Elful 6 este la 79, 3 in fabrica 2
Timp scurs: 1887ms - Elful 1 este la 350, 35 in fabrica 1
Timp scurs: 1887ms - Elful 5 este la 335, 198 in fabrica 1
Timp scurs: 1887ms - Elful 7 este la 116, 307 in fabrica 1
Timp scurs: 1890ms - Elful 3 este la 21, 28 in fabrica 3
Timp scurs: 1890ms - Elful 4 este la 38, 37 in fabrica 3
Timp scurs: 1890ms - Elful 8 este la 59, 15 in fabrica 3
Timp scurs: 1891ms - Elful 2 este la 13, 7 in fabrica 2
Timp scurs: 1891ms - Elful 6 este la 79, 4 in fabrica 2
Timp scurs: 1895ms - Elful 3 este la 21, 28 in fabrica 3
Timp scurs: 1895ms - Elful 4 este la 38, 38 in fabrica 3
Timp scurs: 1895ms - Elful 8 este la 59, 15 in fabrica 3
Timp scurs: 1895ms - Elful 1 este la 350, 35 in fabrica 1
Timp scurs: 1895ms - Elful 5 este la 335, 197 in fabrica 1
Timp scurs: 1895ms - Elful 7 este la 116, 307 in fabrica 1
Timp scurs: 1910ms - Elful 1 este la 350, 35 in fabrica 1
Timp scurs: 1910ms - Elful 5 este la 335, 197 in fabrica 1
Timp scurs: 1910ms - Elful 7 este la 117, 307 in fabrica 1
Timp scurs: 1916ms - Elful 3 este la 21, 29 in fabrica 3
Timp scurs: 1916ms - Elful 4 este la 38, 38 in fabrica 3
Timp scurs: 1916ms - Elful 8 este la 59, 15 in fabrica 3
Timp scurs: 1918ms - Elful 2 este la 13, 8 in fabrica 2
Timp scurs: 1918ms - Elful 6 este la 79, 4 in fabrica 2
Timp scurs: 1918ms - Elful 1 este la 350, 36 in fabrica 1
Timp scurs: 1918ms - Elful 5 este la 335, 197 in fabrica 1
Timp scurs: 1918ms - Elful 7 este la 117, 307 in fabrica 1
Timp scurs: 1921ms - Elful 3 este la 21, 29 in fabrica 3
Timp scurs: 1921ms - Elful 4 este la 38, 38 in fabrica 3
Timp scurs: 1921ms - Elful 8 este la 59, 14 in fabrica 3
Timp scurs: 1922ms - Elful 2 este la 13, 8 in fabrica 2
Timp scurs: 1922ms - Elful 6 este la 80, 4 in fabrica 2
Timp scurs: 1926ms - Elful 1 este la 350, 36 in fabrica 1
Timp scurs: 1926ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 1926ms - Elful 7 este la 117, 307 in fabrica 1
Timp scurs: 1926ms - Elful 3 este la 21, 29 in fabrica 3
Timp scurs: 1926ms - Elful 4 este la 37, 38 in fabrica 3
Timp scurs: 1926ms - Elful 8 este la 59, 14 in fabrica 3
Timp scurs: 1927ms - Elful 9 este la 133, 87 in fabrica 2
Timp scurs: 1927ms - Elful 2 este la 13, 8 in fabrica 2
Timp scurs: 1927ms - Elful 6 este la 80, 4 in fabrica 2
Timp scurs: 1927ms - Elful 9 este la 134, 87 in fabrica 2
Timp scurs: 1941ms - Elful 1 este la 350, 36 in fabrica 1
Timp scurs: 1941ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 1941ms - Elful 7 este la 118, 307 in fabrica 1
Timp scurs: 1947ms - Elful 3 este la 21, 30 in fabrica 3
Timp scurs: 1947ms - Elful 4 este la 37, 38 in fabrica 3
Timp scurs: 1947ms - Elful 8 este la 59, 14 in fabrica 3
Timp scurs: 1949ms - Elful 1 este la 349, 36 in fabrica 1
Timp scurs: 1949ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 1949ms - Elful 7 este la 118, 307 in fabrica 1
Timp scurs: 1949ms - Elful 2 este la 13, 9 in fabrica 2
Timp scurs: 1949ms - Elful 6 este la 80, 4 in fabrica 2
Timp scurs: 1949ms - Elful 9 este la 134, 87 in fabrica 2
Timp scurs: 1952ms - Elful 3 este la 21, 30 in fabrica 3
Timp scurs: 1952ms - Elful 4 este la 37, 38 in fabrica 3
Timp scurs: 1952ms - Elful 8 este la 58, 14 in fabrica 3
Timp scurs: 1953ms - Elful 2 este la 13, 9 in fabrica 2
Timp scurs: 1953ms - Elful 6 este la 80, 5 in fabrica 2
Timp scurs: 1953ms - Elful 9 este la 134, 87 in fabrica 2
Timp scurs: 1957ms - Elful 3 este la 21, 30 in fabrica 3
Timp scurs: 1957ms - Elful 4 este la 37, 37 in fabrica 3
Timp scurs: 1957ms - Elful 8 este la 58, 14 in fabrica 3
Timp scurs: 1957ms - Elful 1 este la 349, 36 in fabrica 1
Timp scurs: 1957ms - Elful 5 este la 336, 196 in fabrica 1
Timp scurs: 1957ms - Elful 7 este la 118, 307 in fabrica 1
Timp scurs: 1958ms - Elful 2 este la 13, 9 in fabrica 2
Timp scurs: 1958ms - Elful 6 este la 80, 5 in fabrica 2
Timp scurs: 1958ms - Elful 9 este la 134, 88 in fabrica 2
Timp scurs: 1972ms - Elful 1 este la 349, 36 in fabrica 1
Timp scurs: 1972ms - Elful 5 este la 336, 196 in fabrica 1
Timp scurs: 1972ms - Elful 7 este la 118, 306 in fabrica 1
Timp scurs: 1978ms - Elful 3 este la 22, 30 in fabrica 3
Timp scurs: 1978ms - Elful 4 este la 37, 37 in fabrica 3
Timp scurs: 1978ms - Elful 8 este la 58, 14 in fabrica 3
Timp scurs: 1980ms - Elful 2 este la 14, 9 in fabrica 2
Timp scurs: 1980ms - Elful 6 este la 80, 5 in fabrica 2
Timp scurs: 1980ms - Elful 9 este la 134, 88 in fabrica 2
Timp scurs: 1980ms - Elful 1 este la 350, 36 in fabrica 1
Timp scurs: 1980ms - Elful 5 este la 336, 196 in fabrica 1
Timp scurs: 1980ms - Elful 7 este la 118, 306 in fabrica 1
Timp scurs: 1983ms - Elful 3 este la 22, 30 in fabrica 3
Timp scurs: 1983ms - Elful 4 este la 37, 37 in fabrica 3
Timp scurs: 1983ms - Elful 8 este la 58, 13 in fabrica 3
Timp scurs: 1984ms - Elful 2 este la 14, 9 in fabrica 2
Timp scurs: 1984ms - Elful 6 este la 80, 6 in fabrica 2
Timp scurs: 1984ms - Elful 9 este la 134, 88 in fabrica 2
Timp scurs: 1988ms - Elful 1 este la 350, 36 in fabrica 1
Timp scurs: 1988ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 1988ms - Elful 7 este la 118, 306 in fabrica 1
Timp scurs: 1988ms - Elful 3 este la 22, 30 in fabrica 3
Timp scurs: 1988ms - Elful 4 este la 36, 37 in fabrica 3
Timp scurs: 1988ms - Elful 8 este la 58, 13 in fabrica 3
Timp scurs: 1989ms - Elful 2 este la 14, 9 in fabrica 2
Timp scurs: 1989ms - Elful 6 este la 80, 6 in fabrica 2
Timp scurs: 1989ms - Elful 9 este la 133, 88 in fabrica 2
Timp scurs: 2003ms - Elful 1 este la 350, 36 in fabrica 1
Timp scurs: 2003ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 2003ms - Elful 7 este la 118, 307 in fabrica 1
Timp scurs: 2009ms - Elful 3 este la 22, 29 in fabrica 3
Timp scurs: 2009ms - Elful 4 este la 36, 37 in fabrica 3
Timp scurs: 2009ms - Elful 8 este la 58, 13 in fabrica 3
Timp scurs: 2011ms - Elful 1 este la 350, 37 in fabrica 1
Timp scurs: 2011ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 2011ms - Elful 2 este la 14, 10 in fabrica 2
Timp scurs: 2011ms - Elful 6 este la 80, 6 in fabrica 2
Timp scurs: 2011ms - Elful 9 este la 133, 88 in fabrica 2
Timp scurs: 2011ms - Elful 7 este la 118, 307 in fabrica 1
Timp scurs: 2014ms - Elful 3 este la 22, 29 in fabrica 3
Timp scurs: 2014ms - Elful 4 este la 36, 37 in fabrica 3
Timp scurs: 2014ms - Elful 8 este la 58, 12 in fabrica 3
Timp scurs: 2015ms - Elful 2 este la 14, 10 in fabrica 2
Timp scurs: 2015ms - Elful 6 este la 79, 6 in fabrica 2
Timp scurs: 2015ms - Elful 9 este la 133, 88 in fabrica 2
Timp scurs: 2019ms - Elful 1 este la 350, 37 in fabrica 1
Timp scurs: 2019ms - Elful 5 este la 335, 197 in fabrica 1
Timp scurs: 2019ms - Elful 7 este la 118, 307 in fabrica 1
Timp scurs: 2019ms - Elful 3 este la 22, 29 in fabrica 3
Timp scurs: 2019ms - Elful 4 este la 36, 38 in fabrica 3
Timp scurs: 2019ms - Elful 8 este la 58, 12 in fabrica 3
Timp scurs: 2020ms - Elful 2 este la 14, 10 in fabrica 2
Timp scurs: 2020ms - Elful 6 este la 79, 6 in fabrica 2
Timp scurs: 2020ms - Elful 9 este la 134, 88 in fabrica 2
Timp scurs: 2034ms - Elful 1 este la 350, 37 in fabrica 1
Timp scurs: 2034ms - Elful 5 este la 335, 197 in fabrica 1
Timp scurs: 2034ms - Elful 7 este la 118, 306 in fabrica 1
Timp scurs: 2040ms - Elful 3 este la 23, 29 in fabrica 3
Timp scurs: 2040ms - Elful 4 este la 36, 38 in fabrica 3
Timp scurs: 2040ms - Elful 8 este la 58, 12 in fabrica 3
Timp scurs: 2042ms - Elful 1 este la 350, 38 in fabrica 1
Timp scurs: 2042ms - Elful 5 este la 335, 197 in fabrica 1
Timp scurs: 2042ms - Elful 7 este la 118, 306 in fabrica 1
Timp scurs: 2042ms - Elful 2 este la 14, 9 in fabrica 2
Timp scurs: 2042ms - Elful 6 este la 79, 6 in fabrica 2
Timp scurs: 2042ms - Elful 9 este la 134, 88 in fabrica 2
Timp scurs: 2045ms - Elful 3 este la 23, 29 in fabrica 3
Timp scurs: 2045ms - Elful 4 este la 36, 38 in fabrica 3
Timp scurs: 2045ms - Elful 8 este la 57, 12 in fabrica 3
Timp scurs: 2046ms - Elful 2 este la 14, 9 in fabrica 2
Timp scurs: 2046ms - Elful 6 este la 79, 7 in fabrica 2
Timp scurs: 2046ms - Elful 9 este la 134, 88 in fabrica 2
Timp scurs: 2050ms - Elful 3 este la 23, 29 in fabrica 3
Timp scurs: 2050ms - Elful 4 este la 36, 39 in fabrica 3
Timp scurs: 2050ms - Elful 8 este la 57, 12 in fabrica 3
Timp scurs: 2050ms - Elful 1 este la 350, 38 in fabrica 1
Timp scurs: 2050ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 2050ms - Elful 7 este la 118, 306 in fabrica 1
Timp scurs: 2051ms - Elful 2 este la 14, 9 in fabrica 2
Timp scurs: 2051ms - Elful 6 este la 79, 7 in fabrica 2
Timp scurs: 2051ms - Elful 9 este la 134, 87 in fabrica 2
Timp scurs: 2065ms - Elful 1 este la 350, 38 in fabrica 1
Timp scurs: 2065ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 2065ms - Elful 7 este la 117, 306 in fabrica 1
Timp scurs: 2071ms - Elful 3 este la 22, 29 in fabrica 3
Timp scurs: 2071ms - Elful 4 este la 36, 39 in fabrica 3
Timp scurs: 2071ms - Elful 8 este la 57, 12 in fabrica 3
Timp scurs: 2073ms - Elful 1 este la 350, 37 in fabrica 1
Timp scurs: 2073ms - Elful 5 este la 335, 196 in fabrica 1
Timp scurs: 2073ms - Elful 7 este la 117, 306 in fabrica 1
Timp scurs: 2073ms - Elful 2 este la 15, 9 in fabrica 2
Timp scurs: 2073ms - Elful 6 este la 79, 7 in fabrica 2
Timp scurs: 2073ms - Elful 9 este la 134, 87 in fabrica 2
Timp scurs: 2076ms - Elful 3 este la 22, 29 in fabrica 3
Timp scurs: 2076ms - Elful 4 este la 36, 39 in fabrica 3
Timp scurs: 2076ms - Elful 8 este la 58, 12 in fabrica 3
Timp scurs: 2077ms - Elful 2 este la 15, 9 in fabrica 2
Timp scurs: 2077ms - Elful 6 este la 79, 8 in fabrica 2
Timp scurs: 2077ms - Elful 9 este la 134, 87 in fabrica 2
Timp scurs: 2081ms - Elful 3 este la 22, 29 in fabrica 3
Timp scurs: 2081ms - Elful 4 este la 36, 38 in fabrica 3
Timp scurs: 2081ms - Elful 8 este la 58, 12 in fabrica 3
Timp scurs: 2081ms - Elful 1 este la 350, 37 in fabrica 1
Timp scurs: 2081ms - Elful 5 este la 336, 196 in fabrica 1
Timp scurs: 2081ms - Elful 7 este la 117, 306 in fabrica 1
Timp scurs: 2082ms - Elful 2 este la 15, 9 in fabrica 2
Timp scurs: 2082ms - Elful 6 este la 79, 8 in fabrica 2
Timp scurs: 2082ms - Elful 9 este la 135, 87 in fabrica 2
Timp scurs: 2096ms - Elful 1 este la 350, 37 in fabrica 1
Timp scurs: 2096ms - Elful 5 este la 336, 196 in fabrica 1
Timp scurs: 2096ms - Elful 7 este la 117, 307 in fabrica 1
